video_id,comment
9JEvOS2zC6k,Nothing new. These people enjoy killing each other. They can't get along. In about 20 years they would have killed off so many people the cites maybe safe .
9JEvOS2zC6k,Pastor/Godfather???! FOH U just looking for clout!! Grown ass clown!!
9JEvOS2zC6k,Johnson was multitasking.  This is just another day in Chicago.
9JEvOS2zC6k,Send in Ice!!
9JEvOS2zC6k,"The best thing to do if able and depending on where you live is to move out of Chicago because a bullet knows no one and cops jobs isn't to stop crime. That's insane. Cops can't be everywhere. They want to make it home safely and collect their paychecks. One thing for sure too is that folks don't gun down people for no reason. It's unfortunate that innocent lives are taken and people aren't taught to deal with conflict in a reasonable matter. I like Chicago but, moved out 05 years ago and I'll never return."
9JEvOS2zC6k,The mayor is amazing lol
9JEvOS2zC6k,They really are the most stupidest people alive always was and will be
9JEvOS2zC6k,Let them kill each other
9JEvOS2zC6k,I pray for the victims and the families effected by this unspeakable tragedy. God and the Angels placed a protective shield around that innocent baby without a doubt !! I also pray that the Police find and arrest these heartless monsters that committed this horrible crime before they wreck havoc upon another grieving family in the community . They don't need to see another day of freedom in their life for what they did to these people !!!!
9JEvOS2zC6k,Happy Black History month! They are killing themselves
9JEvOS2zC6k,"News reporters have got to be the most heartless and ignorant people on earth. Why TF would you tell the location of the people who is OBVIOUSLY TARGETED IN A SHOOTING OF THAT CALIBER? I guarantee if it were them they’d be laying low and praying the shooters don’t find out what hospital location they were at, having all types of precautionary measures taken to secure them. People should start suing these news stations for helping to put people lives in additional jeopardy.  Sometimes I think they do this to our communities on purpose. I can’t stand people like them and the shooters. They might as well be coconspirators helping to track them down. 😑"
9JEvOS2zC6k,Chicago Mayor says you are happy
9JEvOS2zC6k,"Black on Black crimes have been rampant in the Black communities for decades. This country needs MORE mental health centers, prayer, crisis-intervention forums, de-escalation practices, etc. in Black communities, nationwide."
9JEvOS2zC6k,50 rounds but they want law upholding citizens to only carry 10 round magazine
9JEvOS2zC6k,Why was she with him knowing he had beef
9JEvOS2zC6k,Hell on Earth
9JEvOS2zC6k,"Help is on the way
It’s coming
It’s just gonna take a little time
So just hunker down
But we’re coming
Trust me, the city will be one’s beautiful again
Just hang on we’re coming"
9JEvOS2zC6k,"I guess no protest or burning the city for this shooting. Let it be police or ice involve shooting, then all hell will break loose."
9JEvOS2zC6k,Yet Chicago will vote for democraps like Johnson 😂😂😂 you vote for diversity and inclusion but get unqualified leadership!
9JEvOS2zC6k,I hope it was ice agents them dudes was shooting at 😂😂😂😂
9JEvOS2zC6k,maybe its time trump must focus on this city bring em all army ice everything
9JEvOS2zC6k,Foundational Americans commit 99% of crime in America and get away with it meanwhile MAGA racists blame all of Americans problems on Illegal Immigrants smh
9JEvOS2zC6k,"Thats Sko Munney... he baby mama gabby got killed. He dropped his location after argument with his opps. 

Black women... leave these dumb black idiots alone"
9JEvOS2zC6k,Those yall cousins
9JEvOS2zC6k,Gotham
9JEvOS2zC6k,"Again NO SUPECTS, WITH ALL THE CAMERAS. More and more WHITE VEHICLES ARE INVOLVED IN SHOOTINGS. Is it me, or is it staged, ENDING IN NO SUPECTS,  with a SH!T LOAD OF CAMERAS THAT COVER THE ENTIRE 4UCKING CITY? (X)"
9JEvOS2zC6k,Why tf did the give the name of the hospital that they're in!! Smfh🤔🤬🤬
9JEvOS2zC6k,"Someone gonna trick on who did it. When u run wit a crew, someone always tricks"
9JEvOS2zC6k,"Thank god they no one died, and the baby didn’t get hurt."
9JEvOS2zC6k,"What is going on, a baby was not hurt due to the angels of the Lord. I pray the mom makes it. If you have not given your life to Christ, please give your life to Jesus, just say: ""O God, have mercy on me according to your unfailing love; wash away all my iniquity and cleanse me from my sin. I confess my transgressions; create in me a pure heart, O God, and renew a steadfast spirit within me. Now, go to your local church, tell the Pastor you want to learn more about Jesus... God bless you and welcome to a love like no other."
9JEvOS2zC6k,This town needs an enema
9JEvOS2zC6k,God protected the baby 👶
9JEvOS2zC6k,"Da usual suspects, keep voting democrat; granted theyll probably cheat again anyways"
9JEvOS2zC6k,They still vote democratic
9JEvOS2zC6k,Police will classify this as a suicide to keep crime totals down.They have to lie.
9JEvOS2zC6k,I'm sick of these yns!! They don't care about nothing
9JEvOS2zC6k,Blax and tax...stay TF out of Shitcago😖
9JEvOS2zC6k,TNB😂
9JEvOS2zC6k,It’s the mayor needs to stop lying to the people of Chicago telling them it’s safe !!! Well mayor it’s not safe and you don’t care about the good people of Chicago!! If you did you would step down tomorrow morning!! We hate you for all the bull shit You did to a great city
9JEvOS2zC6k,Wise don't yous wanna livs next ta us 😂😂😂😂
9JEvOS2zC6k,This shit getting played out we are not are enemy it’s not us bros let’s go after are real enemies not us
9JEvOS2zC6k,99% of all this is over drugs.  Be real
9JEvOS2zC6k,Black gangbangers are reckless and completely out of control. Facts. Why can't more be like that worker guy but they are not
9JEvOS2zC6k,Show how much people really care. . Even though Crimes Stoppers are offering 10k reward. . a few days/wks  they raised over 180k for a punk a** white dude who made a dumb a** statement to Trump 🇺🇸 about that Epstein BS and his job suspended him. . P.S. all those protesting Can Go to hell where they belong. . No more Sanitary/Sanctuary Cities period 👊🏾
9JEvOS2zC6k,Get with your worthless mayor and gov about cleaning up chicago
9JEvOS2zC6k,LOL ACCORDING TO CLOWNS CRIME DOWN
9JEvOS2zC6k,"Yup, very true. Very sad they get away speeding recklessly and shooting at anybody. Cops are never there..."
9JEvOS2zC6k,"March is coming!!
You think they are gone, think again !!!!
More are on the way !!!!!!!
Gonna suck for you ILLEGALS looking over your shoulder everywhere you go & MOHAWK MORON will NOT be able to help you !!!!!!!!
BEWARE ILLEGALS!!!!"
9JEvOS2zC6k,Majority of shootings teenagers are responsible. I can’t imagine being a teacher or parent living in Chicago
9JEvOS2zC6k,This stupid guy dropped his location on social media taunting them. He’s just as much responsible. Ladies be careful who you procreate with
9JEvOS2zC6k,The video of this is on instagram. Really sad.
9JEvOS2zC6k,I thought you guys said crimes down
9JEvOS2zC6k,Starts getting just a little bit warm.
9JEvOS2zC6k,Attention all criminals Chicago is the city of crimes without consequences
9JEvOS2zC6k,Tf the woman did to get hit up like that
9JEvOS2zC6k,Johnson and pritzker were downtown in the middle of a snowstorm protesting for Minnesota ppl but won’t at all for this
9JEvOS2zC6k,"Mayor said crime is down, and he wants the police to investigate ICE instead of criminals."
9JEvOS2zC6k,The animals he is refering to is the mayor's Children who dont know any better. They just out having fun!!
9JEvOS2zC6k,No one in custody is crazy!!!! Whoever did this is fearless. Deploy the national guard already!
9JEvOS2zC6k,Baby in backseat? 😮
9JEvOS2zC6k,Wtf another one
9JEvOS2zC6k,They literally need to do door to door every house in Chicago literally that’s what it’s going to take
9JEvOS2zC6k,Chicago is safe . But Chicago politicians are more worried about illegals and criminals not being in jail
9JEvOS2zC6k,They'll be out tomorrow so what's the point why bother
9JEvOS2zC6k,I'm with Mr Kirk and that's why gentrification is going to constantly happen
9JEvOS2zC6k,I'm 61. I still don't get why the Fellas do this. 🤷
CqLuz_JOPQQ,Anyone wanna bet who was driving ?
CqLuz_JOPQQ,"..good at playing basketball, but not so good at driving"
CqLuz_JOPQQ,That was funny that his foot was run over
QiDzLZX2fqc,"DUI are illegal, just bailed every man for themselves."
QiDzLZX2fqc,Damage doesn’t look that bad to kill someone.
QiDzLZX2fqc,🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿
QiDzLZX2fqc,Justice for Suzanna Garcia!!!!
QiDzLZX2fqc,"This is the stupidest things  about all this , anyone familiar with this area theres a bridge etc high road frozen at night there's a speed camera so if they were going pass that should show 2 there's Cpd cameras before and after you get there . Why should this case not be solved because of stupidity and laziness . What's the point of wasting money on cameras that cannot be used to solve cases."
QiDzLZX2fqc,@RickLowry-h1p this was my mother the person that fled his name is Carlos yepez I wish no bad to come to him or his family but I want everybody to know that he left her there to die he showed no remorse nor any concern for my mother my mom wasn't a good one but God dammit she deserves Justice she was a horrible person but she didn't deserve to die like this the autopsy is still being investigated there may be foul Play involved but please spread this information
QiDzLZX2fqc,"Never gonna find him.
No one cares.
The family knew who she was with....and they haven't told CPD."
QiDzLZX2fqc,His name is Carlos Yepez and he lives across the street from her
QiDzLZX2fqc,Come on!! No one knows who  a Mother of THREE was with????  It's 2026
QiDzLZX2fqc,"not really ""far south side"" any more then foster is ""far north side"""
QiDzLZX2fqc,"Probably got too drunk got behind the wheel loss control of the car, because of the slick roads. Its unfortunate but it happens… RIP 🙏"
QiDzLZX2fqc,"That doesn't look like a deadly crash!, she must not have had seatbelt on"
QiDzLZX2fqc,These aren’t counted as murders either. 2014 - Chiraq is nationally known. We had 397 murders. They said historic lows since the 60’s. Said the same thing now. Yet we have about 20 more murders. It’s recycled.
QiDzLZX2fqc,🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏 JESUS. SO SAD
QiDzLZX2fqc,"""A loving mother who deserved better"" but made the choice to ride in a car with a sack of garbage who killed her and fled."
QiDzLZX2fqc,He went to Mexico
QiDzLZX2fqc,"Typical,,"
QiDzLZX2fqc,Mother of 3! Why was she out all night partying ?
QiDzLZX2fqc,😂😂😂😂😂 Fled!! Why they flee??? 😂😂😂😂😂😂 Frckn cowards
QiDzLZX2fqc,Who's the vehicle registered to??? None of her family or friends know who she was with???  This is very fishy
QiDzLZX2fqc,🕊🕯🕊🕊🕊🕊🕊🕊
QiDzLZX2fqc,"So apparently a friend or loved one of hers phucked her over; otherwise it would have been reported as a stolen vehicle or Uber/Lyft driver.
How sh*tty.
RIP, poor lady!"
QiDzLZX2fqc,I live here
QiDzLZX2fqc,"Why look for that person, you know that person is an Illegal Alien and laws don’t apply. How about using some of those resources to fix the pole!"
QiDzLZX2fqc,Car registration ? Name of dead person ???
QiDzLZX2fqc,R. I. P
QiDzLZX2fqc,🙏 for family
GTlTboMTGbg,What’s with all the brothers in Tesla crashes? Are they stolen?
GTlTboMTGbg,Another Soul is heading to the junkyard
GTlTboMTGbg,Kia Boyz 😂 I bet they were inner city kids cough cough 😷
GTlTboMTGbg,The usual suspects are always members of the 13% but commit 90% of all crimes in democrap cities nationwide.  Elections have consequences.
GTlTboMTGbg,Sheetcago
GTlTboMTGbg,"5 teens out in a stolen kia at late hours, I thought I saw this last week"
AM7ApE5uD3g,"Chicago leaders are weak  narcissistic cowards, using the people as pawns in a game?"
AM7ApE5uD3g,Trump for Mayor of Chicago ?
AM7ApE5uD3g,Nice job
AM7ApE5uD3g,BRING THE NECK BRACELETS BACK!
AM7ApE5uD3g,Wtf kind of reporting is this? Brighton Park? 69th and kedzie? 😅
AM7ApE5uD3g,So this guy doesn't want ice around he just wants home grown criminals arrested.
AM7ApE5uD3g,"That no cash bail should be eliminated, and the three strikes violent felonies and you go in for life needs to be used more often, to help keep the scumbags off the street"
AM7ApE5uD3g,They drove right by my mom’s house.
AM7ApE5uD3g,"They'll be released soon since they are victims of ""systemic racism"". 🎉"
AM7ApE5uD3g,"USUAL SUSPECTS,   LIKE ALWAYS.   NEVER FAILS."
AM7ApE5uD3g,I thought it was armed robbery 😂😂😂
AM7ApE5uD3g,Ooooops they mustve missed a payment! DO'OH 🤦‍♂️😖
AM7ApE5uD3g,"police say stay inside, but everyone is out with their phones videoing. be funny if the suspects grabbed them as hostages."
AM7ApE5uD3g,Won’t it be interesting to see if they are held without bail and accountable for putting so many people‘s lives at risk?
AM7ApE5uD3g,Hope they stay in jail for a long time
AM7ApE5uD3g,sheesh!
AM7ApE5uD3g,Democrats SAF T ACT will release them ASAP.
AM7ApE5uD3g,Great Job Chicago Police
AM7ApE5uD3g,"No 8th grade graduation photo of DeLamonMoomoo, lil Chocolate Pudding and Bosco at this time"
AM7ApE5uD3g,They interviewed part of the problem.
AM7ApE5uD3g,I miss kmart. Thats where the 0:54  kmart used to be😢😢😢
AM7ApE5uD3g,"0:53 this happened in West Lawn, not Brighton Park."
AM7ApE5uD3g,They were caught with three basketballs  🏀 being placed on the sidewalk.
AM7ApE5uD3g,Crook County judges will just let them out.
cL8aS7TmJvw,Look at these racist keyboard warriors being racist on the internet. Y'all really need to get a hobby instead of hiding in your moms basement
cL8aS7TmJvw,Just found out that was someone I know daughter that got killed 😢
cL8aS7TmJvw,🙏  to victims and families.  Sad and uncalled for
cL8aS7TmJvw,I lost my cousin in that crash 😔
cL8aS7TmJvw,Teens aren't real
cL8aS7TmJvw,"In a car crash, soft tissues in the human body, such as muscles, skin, and internal organs, are highly susceptible to injury due to the sudden and intense forces involved."
cL8aS7TmJvw,If only there were rules or laws against speeding and running stop signs .....  Oh well
cL8aS7TmJvw,Yep running the red light the wrong way fool in the red car if you gonna run the light you are suppose to do it like the law breaking police look before you run it
cL8aS7TmJvw,Was day be driftin?
cL8aS7TmJvw,DelLaelonLaMarq getting da feel of the jacked ride when dis happens
cL8aS7TmJvw,The scholar thought he was drivin a charger damn never mind I just saw a charger lol
cL8aS7TmJvw,Drop the basketball and pick up a defensive drivers class.
cL8aS7TmJvw,"In a hurry to go where....????
Too much television....."
cL8aS7TmJvw,That's f up they think they are in a video game
cL8aS7TmJvw,Sad sound like they wasn’t even suppose to be driving all under age
cL8aS7TmJvw,"One 14 yo dead, another very seriously hurt.  How old was the driver of the red SUV?"
cL8aS7TmJvw,Most teens don't belong behind the wheel.
cL8aS7TmJvw,"""Teens"" are always ****ing up things in Chicago."
cL8aS7TmJvw,"Blame the alderman, and his constituents,  they let Garfield park become an outdoor club. Smoking God knows,  drinking and destroying property.  Music so loud you can't hear."
cL8aS7TmJvw,Look mom I can fly🤡
cL8aS7TmJvw,They were in the park partying getting lit smoking and cutting up.
cL8aS7TmJvw,You hear sll the racist comments? When that asian was doing 90 down a residential street high and drink nobody said anything about that but a black person get in s accident we cant drive the car was stolen oh well they all was black theres a God that heard you say that remember that cause he gonna let know he heard everyone that ever hated a person because they skin color
cL8aS7TmJvw,"🤣🤣news don't even say if car jacked or not ,,,"
cL8aS7TmJvw,KIA boys at it again.
cL8aS7TmJvw,Black parents don’t teach their black youth jack. Its actually really sad and tragic. They’re taking themselves out.
cL8aS7TmJvw,Stolen car? On his way to church?
cL8aS7TmJvw,"Of course they were all black...oh well,another balloon release...🤔"
cL8aS7TmJvw,"this is still 21st century
we still need roads..
please do not try to make your car fly"
cL8aS7TmJvw,I got money the car is stolen
cL8aS7TmJvw,😂🤣the great Democrat voter experience 🤡💩🕳
cL8aS7TmJvw,Looks like they should have drag race on the track instead.
cL8aS7TmJvw,Da brothas need to go to driving school.
Q7HIu2zEfwM,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
Q7HIu2zEfwM,No it was totally a green light joe didnt  runa red
Q7HIu2zEfwM,"0:51 if you pause right here, Truck 66 clearly ran the red light."
Q7HIu2zEfwM,Why did truck 66 try and kill the people in truck 81
Q7HIu2zEfwM,This was straight up Final Destination
Q7HIu2zEfwM,Rescue Me and Emergency by far are the only 2 best firefighting shows period.
Q7HIu2zEfwM,Maybe I'm going to drive the fire engine more carefully
Q7HIu2zEfwM,Chloe 0:35 0:37 0:39
Q7HIu2zEfwM,ALGUIEN EN 2026
Q7HIu2zEfwM,Was it spose to b gliching or was it just lilte stuff on my screen
Q7HIu2zEfwM,It was the other truck’s fault of hitting 81
Q7HIu2zEfwM,"It is 81 fault but who’s the first one who hit 81 and who is the first one injured 81 colleague you are a truck there’s a other truck high green light but not anymore but then they got another green light and 81 so 81 is a boom the light, but it was the under truck fault by hitting 81 so it appears to be that’s the others one of hitting them in the first place so put it to be. I’m boarding the other trucks because you’re the one who injured 81 colleague and one flipped them over hit them first 81 did not hit them first and eight and 81 was not going that fast. The truck was going public a Lamborghini down the highway going 10 miles an hour towards the other trucks front of hitting them in the first."
Q7HIu2zEfwM,"Oh cheese, not good"
Q7HIu2zEfwM,Oh my God
Q7HIu2zEfwM,Yellow
Q7HIu2zEfwM,wow!
Q7HIu2zEfwM,They had to used 2 older seagrave rigs from 1980s cuz they could not wreck real cfd spare
Q7HIu2zEfwM,"0:03 
0:05"
Q7HIu2zEfwM,"6:28 If there is an emergency, like where they were going, fire trucks can blow stop lights, regardless if they’re red, yellow, or green."
Q7HIu2zEfwM,this show is so fake i have never seen anybody on a full time dept rig not wearing a uniform and then how the ambulance piulls thatu turn
Q7HIu2zEfwM,The fact most rigs use Federal Signal pa640 0:01 1:23 1:35
Q7HIu2zEfwM,Cruz got hit by a the other truck
Q7HIu2zEfwM,"scfcwsaaqcubrge.    Gdqw.
,llwdwsqsqaqmll,wsqsqaq
L,llwdwsqsqaqmlllwsqsqaqaqaq"
Q7HIu2zEfwM,He truck fillip got hurst
Q7HIu2zEfwM,0:51
Q7HIu2zEfwM,CUENTA LA LEYENDA QUE EL FUEGO  SIGUE ARDIENDO ÑORQUE NADIA FUE
Q7HIu2zEfwM,Walsh forgot to apologize and look at the real guilty person to accuse.
Q7HIu2zEfwM,helping             i        going     fucking
Q7HIu2zEfwM,"The light was red, went  truck 81 was going"
Q7HIu2zEfwM,Are you OK that looks like it hurts I hope you’re OK 1:13
Q7HIu2zEfwM,Look at the light its red for truck 66 0:52
Q7HIu2zEfwM,1:26 1:33
Q7HIu2zEfwM,5:23 is Cruz cut there or does he have a bone sticking out?
Q7HIu2zEfwM,Just curious... Don't firetrucks have front facing dash cams? The video from them would be helpful.
Q7HIu2zEfwM,66 no 67 yes
Q7HIu2zEfwM,Ggs
Q7HIu2zEfwM,"I love your fire fires. I hope you’re OK. Feel better. Casey, I hope you’re OK. I just came to you more everybody I love your firefighters.❤❤❤❤❤ Heart kiss, kiss, kiss, kiss, kiss, kiss, all the best fire, fire, fire, fire, fire, fire, fire, fire, fire fire you got this you got this you got this fire fire fire you got this what is your chief"
Q7HIu2zEfwM,Is truck 81 and truck 66
Q7HIu2zEfwM,Is truck 81 trucks and Chuck 66
Q7HIu2zEfwM,66😢😢
Q7HIu2zEfwM,It's bad
Q7HIu2zEfwM,🇺🇸
Q7HIu2zEfwM,"Cruz didn't, cause the accident"
Q7HIu2zEfwM,Just drive the truck 🚒
Q7HIu2zEfwM,I hope you get better soon
Q7HIu2zEfwM,Poor 81
Q7HIu2zEfwM,Demasiado
Q7HIu2zEfwM,66
Q7HIu2zEfwM,81
Q7HIu2zEfwM,This is the first time I've ever seen truck 66
Q7HIu2zEfwM,"stop video at 0:52 it is clear that red light at traffic-lights at the moment of crash has Welsh, so why all of Welsh crew attacking 81 crew that 81 cause this. It is clear proof that Welsh crew is responsible for this crash"
Q7HIu2zEfwM,10exm 3oo.     León k
Q7HIu2zEfwM,WOW THAT CRASH WAS SHOCKING  THAT POOR WELLL KEPT TRUCK
Q7HIu2zEfwM,Another fire truck
Q7HIu2zEfwM,THIS FIRETRUCK GOT FILP OVER BY
Q7HIu2zEfwM,At least the driver of the truck 66 and the crew came clean
Q7HIu2zEfwM,The breathalyzer was not necessary
Q7HIu2zEfwM,Truck 66 came out of nowhere
Q7HIu2zEfwM,Gmpiplqlpm❤❤❤❤
Q7HIu2zEfwM,Mkso❤mvovmrjnsormjogng❤
Q7HIu2zEfwM,❤Omhvnkgmrorptt
Q7HIu2zEfwM,むつはむはむは（むさつむさたさやすやさ 2:43
Q7HIu2zEfwM,5:39 5:40 5:41 5:42 5:43
Q7HIu2zEfwM,Ok so how in Sam hell is his bone penetrating the turnout gear.
Q7HIu2zEfwM,🙏🙏🙏🇦🇲🇺🇸🙏🙏🙏
Q7HIu2zEfwM,Peppa pig it's a birthday fire truck to go call it a ambulance
Q7HIu2zEfwM,This is alp teuck 66 folt this idiot truck 66
Q7HIu2zEfwM,Sad😢
Q7HIu2zEfwM,If they didn't just turned around then none of it will have happened.
Q7HIu2zEfwM,"😊M cc ma
M lo pp q."
Q7HIu2zEfwM,No no no no no no not that😊
Q7HIu2zEfwM,Bro that's a felony
Q7HIu2zEfwM,Rest in peace molina
Q7HIu2zEfwM,Push your culture out there for recognition and it will eventually be recognised.
Q7HIu2zEfwM,Firefighters rescuing firefighters  there’s something you don’t see everyday
Q7HIu2zEfwM,Aahh
Q7HIu2zEfwM,6:26 This is NOT the right time to blame and criticise someone…
Q7HIu2zEfwM,Why is the guy that flipped getting stopped by the cops?? Bro it wasn't his fault bruh.
Q7HIu2zEfwM,3:13 Isnt that the guy from LAPD S.W.A.T? His name is Luca
Q7HIu2zEfwM,I reviewed it slowly lol 81 had the right of way on a yellow light because the other rig ran the red light
Q7HIu2zEfwM,0:48  jumps scare
Q7HIu2zEfwM,Who plays much
Q7HIu2zEfwM,I like mouch
Q7HIu2zEfwM,Wfutorgiwz9uz38jvsu
Q7HIu2zEfwM,Officer's se puede hacer my god se puede hacer nada más undersnd me doing want me no se puede hacer no se puede hacer nada más officer's se puede hacer nada más no se puede hacer nada undersnd want me I'm sorry doing want doing want me no up stop nada undersnd want thank you want me nada
Q7HIu2zEfwM,Want Chicago fire departament truck se puede hacer nada más me mame se Man down se puede hacer nada más up stop nada más me up stop nada más no se puede undersnd se me olvidó se puede hacer nada más no se puede hacer nada más I'm sorry se me up stop nada undersnd want thank you want mames se my god se puede up stop nada más me
Q7HIu2zEfwM,Chicago fire departament truck se puede the shots fired me gusta es up stop nada undersnd want me los muchos nada más me Chicago fire departament 51 se puede hacer nada más me up stop nada undersnd want me up stop nada undersnd want thank you se puede my god se puede hacer nada más me up stop undersnd me doing want me nada más me doing want me no up stop nada la mañana nada más no hands want doing I'm sorry doing want me los muchos nada
Q7HIu2zEfwM,Cruz was not at fault
Q7HIu2zEfwM,Cruz was right
Q7HIu2zEfwM,That's about 3 million bucks worth of fire truck destroyed...
Q7HIu2zEfwM,Truck 66 fault they came out nowhere
Q7HIu2zEfwM,How tf do you miss a big red truck with lights and sirens. Obviously neither were paying attention or clearing intersections.
Q7HIu2zEfwM,😮😮😮😮😮😱😱😱😱😯🫢🫢🫢🫢😲😲😲😲 FELIX
Q7HIu2zEfwM,yes 81 and 66 firetruck  hit
Q7HIu2zEfwM,Both trucks turning it into a competition is what contributed to this horrific accident
Q7HIu2zEfwM,It was ladder 66 to blame for the crash
Q7HIu2zEfwM,"Truck 81 had the green, and the right of way. Which is why if you send multiple units, there should be constant call outs of who is where, what direction they're traveling, etc. Truck 66 caused the accident, and probably had a rookie behind the wheel. They should know as emergency responders, to slow down when coming to a red light and/or stop/yield sign. Not all traffic will immediately stop when they hear sirens or see lights. Proceed with caution, and have situational awareness. Truck 66 is liable for the accident, as they did not have the right of way, nor did they attempt to slow down prior to reaching the intersection, which in the end, caused the accident, as they blew the light."
Q7HIu2zEfwM,"I do like that you can see the lights were Red for the other truck in the crash scene, check them stoplights carefully, Cruz was innocent"
ngUIwY8ikm8,Oh my god please forgotten look at the light you need to stop for truck 66 the girlfriend😮
ngUIwY8ikm8,I remember this mouches wife was so scared
ngUIwY8ikm8,Just saw this tonight in syndication
ngUIwY8ikm8,is temporad This?😊
ngUIwY8ikm8,HERMAN 😢
ngUIwY8ikm8,No no oh my god pueden buscarme en español.  Puedes buscarme lo en español de club de estrella
ngUIwY8ikm8,EYE don't like the last guy's chances.
ngUIwY8ikm8,Oh no 😨
ngUIwY8ikm8,"I felt the same way Cruz did when I crashed my semi. Right before impact, I thought I was gonna die. The look in his eyes brought back memories."
ngUIwY8ikm8,🤧🤧🤧🤧🤧🤧😭😭😭
ngUIwY8ikm8,oops.
ngUIwY8ikm8,Wtf hit them a freight train Jesus Christ
ngUIwY8ikm8,Otis survived
ngUIwY8ikm8,I see something like this but ambulances
ngUIwY8ikm8,What show is this from? And what episode?
ngUIwY8ikm8,HVLVLVLVLVKVLVLGLGLVK.    LVGLVKVKBLVLVKVLVKGKGJBJGJGJGKVB.  GKVJVKBLNLBKB. HOGJVMBUHKBBBBHYVHVHBHBGBBBBBB
ngUIwY8ikm8,Oh my god! Accident on firetruck
ngUIwY8ikm8,Sir you cant park there
ngUIwY8ikm8,Bro guys it was not cruzz fault it was Welch's fault cause truck 66 go to sideway truck 81 go to the foward
ngUIwY8ikm8,Comentarios
ngUIwY8ikm8,"drive truck forward, not sideways."
ngUIwY8ikm8,Qual é a temporada e episódio?
ngUIwY8ikm8,So dramatic Joe was innocent
ngUIwY8ikm8,Where can I watch the hole episode
ngUIwY8ikm8,Great   épisodel
ngUIwY8ikm8,Comentario
ngUIwY8ikm8,Dang Otis was still around
ngUIwY8ikm8,HOLY ****
ngUIwY8ikm8,"What season, what episode"
ngUIwY8ikm8,WHOA
ngUIwY8ikm8,😱😱😱😱😱😱😱
ngUIwY8ikm8,Well I would say even if the light was on red then he mcould still pass because it's a emergency.
ngUIwY8ikm8,WHAT EPISODE IS THIS
ngUIwY8ikm8,No one gonna talk qbout they are all ok well mouch on the side
ngUIwY8ikm8,😂😂😂😂😂😂😂😂😂😂😂😅😅😅😅😅😖
ngUIwY8ikm8,"Joe, got blame...he was hurt, but at the end the hurt guy from the other truck confessed...do Joe was off the hook, but he couldn't  drive for awhile though...great episode!💪"
ngUIwY8ikm8,I love Chicago fire
ngUIwY8ikm8,I love you all but my sister always watch you
ngUIwY8ikm8,ik it’s passed season 8 but i can’t quite figure out what episode
ngUIwY8ikm8,😧😧😧😧😧😧😧😧
ngUIwY8ikm8,Bruh Casey went flying
ngUIwY8ikm8,Chúďatka
ngUIwY8ikm8,Old episode odes is in it
ngUIwY8ikm8,Season3x3
ngUIwY8ikm8,Yeeeeeeeeeeeeeeeeeeeeeeeeees
ngUIwY8ikm8,"To everyone asking what episode is it, just read the description lol"
ngUIwY8ikm8,Wow 😳
ngUIwY8ikm8,crazy even tho it’s fake and some CGI but pretty cool
ngUIwY8ikm8,What
ngUIwY8ikm8,Complete video:Embarassing! | Firetruck Pile up! | Chicago Fire. This channel
ngUIwY8ikm8,"Episode 8 i think,name,just drive"
ngUIwY8ikm8,What episode ais this
ngUIwY8ikm8,Which eposide is this ??
tyL4A07MnM0,I can't he's still alive after that
tyL4A07MnM0,I believe motorists want to be nosey and fail to yield to emergencies on the shoulder just to get a closer look.
RMI_7Pl5HIQ,‘Leave the scene???’ Wtf!?! Smfh
RMI_7Pl5HIQ,Yes it is Chicago
RMI_7Pl5HIQ,When my competitors get a $50 job over me I also total my car as an appropriate response
RMI_7Pl5HIQ,Now the tow truck drivers need a tow for their crash
RMI_7Pl5HIQ,yeah mayors right they don't need the National Guard
RMI_7Pl5HIQ,I can’t believe they did it right in front of the police. They almost hit the police officer oh my goodness.
RMI_7Pl5HIQ,nice
RMI_7Pl5HIQ,Hahahaha 😆 good stuff
RMI_7Pl5HIQ,Chicago for you
RMI_7Pl5HIQ,All this and the car still needed a tow 😂
RMI_7Pl5HIQ,Damn. Chicago and Colorado?
RMI_7Pl5HIQ,High school dropouts are unbelievable creatures
RMI_7Pl5HIQ,There was way more to what this showed it looked like the game Twisted Metal
RMI_7Pl5HIQ,Morons
RMI_7Pl5HIQ,They become the accident 😮
RMI_7Pl5HIQ,GTA -Chicago
RMI_7Pl5HIQ,This is hilarious 😂😂😂😂
RMI_7Pl5HIQ,"It's hard to believe, but Chicago was once a beautiful city.........now.........it's THIS!"
RMI_7Pl5HIQ,I thought Chicago was gun free!
RMI_7Pl5HIQ,0:08 boom
RMI_7Pl5HIQ,miscreants that can't control themselves
RMI_7Pl5HIQ,Wonder if they had more tow trucks to tow their own tow trucks?
RMI_7Pl5HIQ,These drivers get paid per job of course they gon fight for the car 😂😂
RMI_7Pl5HIQ,It was so bad the cops just left and said yall figure it out
RMI_7Pl5HIQ,Cool beans
RMI_7Pl5HIQ,A low down tow down.
